,awards,imdb_id
4358,Nominated for 1 Golden Globe. Another 5 wins & 5 nominations.,tt0094889
4359,1 win & 1 nomination.,tt0094894
4360,Nominated for 2 Oscars. Another 5 wins & 2 nominations.,tt0094898
4361,N/A,tt0094910
4362,1 win.,tt0097125
4363,3 nominations.,tt0090887
4364,1 win & 3 nominations.,tt0094919
4365,N/A,tt0101627
4366,Nominated for 1 Golden Globe. Another 1 nomination.,tt0094921
4367,N/A,tt0094933
4368,1 nomination.,tt0094961
4369,N/A,tt0094963
4370,Nominated for 1 Golden Globe. Another 1 win.,tt0095031
4371,3 wins & 1 nomination.,tt0092929
4372,1 win & 4 nominations.,tt0095088
4373,N/A,tt0095107
4374,1 nomination.,tt0095119
4375,N/A,tt0095145
4376,1 win & 1 nomination.,tt0095169
4377,N/A,tt0095174
4378,N/A,tt0095178
4379,Nominated for 5 Oscars. Another 6 wins & 4 nominations.,tt0095243
4380,N/A,tt0095253
4381,2 nominations.,tt0095288
4382,1 nomination.,tt0095304
4383,5 nominations.,tt0095326
4384,1 win.,tt0095333
4385,N/A,tt0095334
4386,N/A,tt0095360
4387,1 nomination.,tt0095409
4388,1 win & 4 nominations.,tt0095484
4389,1 win & 3 nominations.,tt0095488
4390,2 nominations.,tt0095489
4391,2 wins & 1 nomination.,tt0095519
4392,N/A,tt0095532
4393,1 nomination.,tt0095599
4394,Won 1 Oscar. Another 1 win & 2 nominations.,tt0095638
4395,N/A,tt0095654
4396,N/A,tt0095662
4397,4 nominations.,tt0095687
4398,1 nomination.,tt0095736
4399,N/A,tt0095774
4400,Nominated for 1 Oscar. Another 13 wins & 2 nominations.,tt0095801
4401,N/A,tt0095853
4402,N/A,tt0095963
4403,3 nominations.,tt0095990
4404,4 nominations.,tt0089907
4405,2 nominations.,tt0095993
4406,Nominated for 1 Golden Globe. Another 2 wins & 2 nominations.,tt0084296
4407,N/A,tt0096003
4408,Nominated for 2 Oscars. Another 5 wins & 6 nominations.,tt0096018
4409,N/A,tt0096029
4410,1 nomination.,tt0096030
4411,N/A,tt0096037
4412,1 nomination.,tt0096071
4413,N/A,tt0096087
4414,2 nominations.,tt0096098
4415,2 nominations.,tt0096101
4416,1 win & 3 nominations.,tt0091949
4417,7 wins & 6 nominations.,tt0096163
4418,1 win & 2 nominations.,tt0096180
4419,Nominated for 1 Oscar. Another 1 win & 1 nomination.,tt0096193
4420,N/A,tt0096200
4421,2 nominations.,tt0096203
4422,1 win & 2 nominations.,tt0096241
4423,2 wins.,tt0096251
4424,3 nominations.,tt0096256
4425,N/A,tt0096280
4426,1 win & 3 nominations.,tt0096289
4427,1 win & 2 nominations.,tt0096294
4428,Nominated for 3 Oscars. Another 8 wins & 6 nominations.,tt0096316
4429,Nominated for 1 Golden Globe. Another 4 wins.,tt0096320
4430,1 win.,tt0096380
4431,2 nominations.,tt0096425
4432,2 wins & 4 nominations.,tt0096426
4433,1 win & 1 nomination.,tt0096454
4434,1 win & 3 nominations.,tt0096486
4435,3 nominations.,tt0096794
4436,N/A,tt0088708
4437,N/A,tt0092548
4438,N/A,tt0096804
4439,N/A,tt0106393
4440,N/A,tt0096926
4441,3 nominations.,tt0096928
4442,Nominated for 2 Oscars. Another 1 win & 2 nominations.,tt0096933
4443,Nominated for 1 Oscar. Another 1 win & 2 nominations.,tt0096943
4444,N/A,tt0096945
4445,2 nominations.,tt0096976
4446,N/A,tt0097001
4447,Nominated for 1 Golden Globe. Another 1 win & 4 nominations.,tt0097027
4448,Nominated for 1 Oscar. Another 1 win & 1 nomination.,tt0097044
4449,N/A,tt0097109
4450,N/A,tt0097138
4451,Nominated for 1 Oscar. Another 1 win & 4 nominations.,tt0097142
4452,N/A,tt0097166
4453,N/A,tt0097211
4454,N/A,tt0097236
4455,N/A,tt0097235
4456,Nominated for 1 Oscar. Another 1 win & 7 nominations.,tt0097243
4457,3 nominations.,tt0097257
4458,1 nomination.,tt0097262
4459,N/A,tt0085475
4460,Nominated for 3 Oscars. Another 4 wins & 7 nominations.,tt0097276
4461,N/A,tt0097289
4462,N/A,tt0097314
4463,N/A,tt0097328
4464,N/A,tt0097334
4465,2 nominations.,tt0097336
4466,N/A,tt0097435
4467,N/A,tt0097438
4468,N/A,tt0096870
4469,1 win & 1 nomination.,tt0097457
4470,N/A,tt0097458
4471,N/A,tt0097478
4472,Nominated for 1 Oscar. Another 2 wins & 1 nomination.,tt0097481
4473,1 nomination.,tt0097500
4474,1 win & 1 nomination.,tt0097521
4475,N/A,tt0097531
4476,1 win & 2 nominations.,tt0097567
4477,N/A,tt0097570
4478,N/A,tt0097579
4479,N/A,tt0097607
4480,N/A,tt0097613
4481,3 nominations.,tt0097626
4482,Nominated for 1 Oscar. Another 18 wins & 11 nominations.,tt0097635
4483,N/A,tt0097637
4484,N/A,tt0097659
4485,6 wins.,tt0097714
4486,3 wins & 4 nominations.,tt0097722
4487,N/A,tt0097731
4488,1 win.,tt0097737
4489,2 nominations.,tt0097758
4490,3 nominations.,tt0097770
4491,5 wins & 2 nominations.,tt0097778
4492,N/A,tt0097790
4493,1 nomination.,tt0097815
4494,4 wins & 1 nomination.,tt0097858
4495,1 win & 5 nominations.,tt0097883
4496,2 wins & 4 nominations.,tt0097889
4497,1 nomination.,tt0097892
4498,1 win.,tt0097965
4499,1 nomination.,tt0097967
4500,N/A,tt0097987
4501,1 nomination.,tt0098022
4502,N/A,tt0098051
4503,1 win & 2 nominations.,tt0098068
4504,N/A,tt0098073
4505,N/A,tt0098097
4506,N/A,tt0098141
4507,N/A,tt0098180
4508,5 wins & 15 nominations.,tt0163025
4509,1 win & 2 nominations.,tt0265029
4510,1 win & 1 nomination.,tt0222851
4511,Nominated for 1 Oscar. Another 28 wins & 55 nominations.,tt0162346
4512,Nominated for 1 Golden Globe. Another 28 wins & 32 nominations.,tt0248845
4513,Nominated for 2 BAFTA Film Awards. Another 10 wins & 27 nominations.,tt0133152
4514,32 wins & 13 nominations.,tt0237539
4515,9 wins & 2 nominations.,tt0123948
4516,1 nomination.,tt0203540
4517,2 wins & 1 nomination.,tt0261755
4518,3 wins & 4 nominations.,tt0259442
4519,1 nomination.,tt0243655
4520,N/A,tt0098184
4521,1 win & 1 nomination.,tt0098188
4522,1 win.,tt0098193
4523,N/A,tt0098194
4524,5 nominations.,tt0098206
4525,2 nominations.,tt0098219
4526,1 win & 1 nomination.,tt0098224
4527,N/A,tt0098230
4528,1 win & 8 nominations.,tt0098253
4529,Nominated for 1 Golden Globe. Another 1 win & 1 nomination.,tt0098260
4530,1 win & 1 nomination.,tt0098261
4531,Nominated for 1 Golden Globe. Another 3 nominations.,tt0098273
4532,N/A,tt0098282
4533,1 win & 1 nomination.,tt0098308
4534,Nominated for 2 Oscars. Another 4 wins & 7 nominations.,tt0098319
4535,1 nomination.,tt0098320
4536,N/A,tt0098343
4537,N/A,tt0098347
4538,1 win.,tt0098356
4539,N/A,tt0098385
4540,2 wins & 8 nominations.,tt0094035
4541,3 wins & 8 nominations.,tt0098725
4542,N/A,tt0098436
4543,3 nominations.,tt0098439
4544,N/A,tt0098442
4545,1 nomination.,tt0098471
4546,N/A,tt0098519
4547,1 win & 1 nomination.,tt0098536
4548,N/A,tt0098546
4549,N/A,tt0098554
4550,1 win & 2 nominations.,tt0098577
4551,Nominated for 3 Golden Globes. Another 2 wins & 6 nominations.,tt0098621
4552,1 win & 7 nominations.,tt0098622
4553,4 nominations.,tt0098663
4554,N/A,tt0098678
4555,2 nominations.,tt0108517
4556,1 win & 1 nomination.,tt0108539
4557,Nominated for 6 BAFTA Film Awards. Another 1 nomination.,tt0056868
4558,10 wins & 13 nominations.,tt0101465
4559,N/A,tt0065761
4560,Nominated for 2 Oscars. Another 1 win & 6 nominations.,tt0087089
4561,N/A,tt0087130
4562,1 win.,tt0087428
4563,9 nominations.,tt0116604
4564,5 wins & 4 nominations.,tt0119512
4565,3 nominations.,tt0078490
4566,Nominated for 1 Golden Globe. Another 3 wins & 1 nomination.,tt0083366
4567,N/A,tt0083624
4568,10 wins & 2 nominations.,tt0119842
4569,2 nominations.,tt0218922
4570,3 wins & 11 nominations.,tt0247638
4571,10 wins & 22 nominations.,tt0266915
4572,11 wins & 2 nominations.,tt0262826
4573,1 win & 3 nominations.,tt0094868
4574,Nominated for 1 Oscar. Another 1 nomination.,tt0056059
4575,Nominated for 3 Oscars. Another 5 wins & 2 nominations.,tt0077288
4576,1 nomination.,tt0080489
4577,N/A,tt0102299
4578,2 wins.,tt0060668
4579,Nominated for 1 Oscar. Another 1 win & 2 nominations.,tt0064782
4580,Nominated for 1 Oscar. Another 1 win & 3 nominations.,tt0075213
4581,1 win & 3 nominations.,tt0108323
4582,5 wins & 4 nominations.,tt0064285
4583,Nominated for 2 Oscars. Another 1 win & 5 nominations.,tt0080360
4584,1 win & 1 nomination.,tt0080377
4585,1 nomination.,tt0080402
4586,3 wins.,tt0080408
4587,1 nomination.,tt0080436
4588,8 wins & 6 nominations.,tt0252866
4589,1 win & 7 nominations.,tt0181739
4590,Nominated for 1 Golden Globe. Another 28 wins & 51 nominations.,tt0230600
4591,7 nominations.,tt0244000
4592,N/A,tt0250202
4593,Nominated for 1 Golden Globe. Another 4 wins & 18 nominations.,tt0250323
4594,1 win & 1 nomination.,tt0221559
4595,2 wins & 1 nomination.,tt0261983
4596,2 wins.,tt0262076
4597,2 wins & 5 nominations.,tt0238112
4598,3 nominations.,tt0250687
4599,9 wins & 7 nominations.,tt0168446
4600,9 wins & 6 nominations.,tt0251141
4601,1 nomination.,tt0258470
4602,1 win & 1 nomination.,tt0256524
4603,1 win & 3 nominations.,tt0261392
4604,2 nominations.,tt0228333
4605,1 nomination.,tt0234829
4606,5 wins & 5 nominations.,tt0221799
4607,1 win & 2 nominations.,tt0208196
4608,1 nomination.,tt0233699
4609,1 nomination.,tt0206926
4610,14 wins & 14 nominations.,tt0203166
4611,3 wins & 2 nominations.,tt0160710
4612,2 wins & 7 nominations.,tt0255653
4613,3 wins & 6 nominations.,tt0263488
4614,1 win & 1 nomination.,tt0184791
4615,N/A,tt0219400
4616,2 nominations.,tt0155197
4617,1 nomination.,tt0103596
4618,3 nominations.,tt0109015
4619,2 nominations.,tt0112255
4620,1 win.,tt0080907
4621,1 nomination.,tt0081114
4622,2 nominations.,tt0092147
4623,1 win & 6 nominations.,tt0070917
4624,1 win.,tt0118178
4625,1 nomination.,tt0246544
4626,1 nomination.,tt0202470
4627,N/A,tt0218619
4628,7 nominations.,tt0269341
4629,1 win.,tt0238066
4630,3 wins & 1 nomination.,tt0200427
4631,2 wins & 5 nominations.,tt0259981
4632,9 wins & 3 nominations.,tt0263957
4633,N/A,tt0243595
4634,20 wins & 18 nominations.,tt0242587
4635,3 wins & 3 nominations.,tt0250809
4636,1 nomination.,tt0047795
4637,N/A,tt0013086
4638,Won 1 Oscar. Another 6 wins & 6 nominations.,tt0248912
4639,3 nominations.,tt0221218
4640,2 nominations.,tt0180734
4641,2 wins.,tt0229340
4642,N/A,tt0273253
4643,N/A,tt0246464
4644,3 wins & 10 nominations.,tt0118589
4645,Won 1 Oscar. Another 15 wins & 23 nominations.,tt0139654
4646,2 wins & 2 nominations.,tt0243759
4647,Nominated for 1 Oscar. Another 4 wins & 2 nominations.,tt0264476
4648,1 win & 3 nominations.,tt0270971
4649,2 wins & 4 nominations.,tt0255321
4650,1 nomination.,tt0263728
4651,N/A,tt0239986
4652,8 wins & 8 nominations.,tt0264578
4653,Nominated for 5 Oscars. Another 9 wins & 15 nominations.,tt0082416
4654,N/A,tt0063032
4655,1 nomination.,tt0070294
4656,2 wins & 1 nomination.,tt0102316
4657,Won 1 Oscar. Another 2 wins & 1 nomination.,tt0079579
4658,Nominated for 1 Oscar. Another 3 wins & 4 nominations.,tt0071994
4659,N/A,tt0075132
4660,N/A,tt0067921
4661,1 nomination.,tt0053559
4662,1 win & 1 nomination.,tt0082770
4663,4 nominations.,tt0093677
4664,Won 1 Oscar. Another 1 win & 5 nominations.,tt0058092
4665,Nominated for 2 Golden Globes. Another 2 nominations.,tt0053877
4666,Won 1 Oscar. Another 3 nominations.,tt0052896
4667,Nominated for 3 Golden Globes. Another 4 nominations.,tt0051773
4668,Won 1 Oscar. Another 2 wins & 10 nominations.,tt0057193
4669,1 nomination.,tt0029081
4670,Nominated for 9 Oscars. Another 3 wins.,tt0033836
4671,Nominated for 1 Oscar. Another 1 win & 4 nominations.,tt0053143
4672,N/A,tt0067588
4673,Nominated for 3 Oscars. Another 2 wins & 5 nominations.,tt0055312
4674,Won 4 Oscars. Another 4 wins & 18 nominations.,tt0050933
4675,Won 1 Oscar. Another 5 wins & 4 nominations.,tt0059527
4676,N/A,tt0086352
4677,2 nominations.,tt0108473
4678,Nominated for 5 Oscars. Another 2 wins & 13 nominations.,tt0086312
4679,Nominated for 1 Oscar. Another 3 nominations.,tt0076172
4680,N/A,tt0079766
4681,1 nomination.,tt0091993
4682,Won 1 Oscar. Another 1 nomination.,tt0044207
4683,1 nomination.,tt0260866
4684,2 wins & 8 nominations.,tt0252501
4685,1 win & 11 nominations.,tt0196229
4686,N/A,tt0236034
4687,N/A,tt0245891
4688,3 wins & 3 nominations.,tt0242994
4689,N/A,tt0281376
4690,3 nominations.,tt0206314
4691,1 win & 1 nomination.,tt0273799
4692,3 nominations.,tt0240890
4693,1 win.,tt0265212
4694,16 wins & 8 nominations.,tt0240419
4695,2 wins & 1 nomination.,tt0080437
4696,N/A,tt0080464
4697,N/A,tt0082100
4698,N/A,tt0058283
4699,Nominated for 1 Oscar. Another 1 win.,tt0080474
4700,4 wins & 11 nominations.,tt0080492
4701,N/A,tt0080500
4702,10 wins & 4 nominations.,tt0080516
4703,1 nomination.,tt0080520
4704,Won 1 Oscar. Another 8 wins & 13 nominations.,tt0080549
4705,Nominated for 2 Oscars. Another 3 nominations.,tt0080556
4706,5 nominations.,tt0080569
4707,N/A,tt0082226
4708,N/A,tt0080603
4709,Nominated for 1 Oscar. Another 13 wins & 5 nominations.,tt0080610
4710,N/A,tt0080634
4711,N/A,tt0080641
4712,N/A,tt0219126
4713,Nominated for 2 Golden Globes. Another 4 wins & 5 nominations.,tt0219965
4714,1 nomination.,tt0250310
4715,2 nominations.,tt0108148
4716,4 wins & 3 nominations.,tt0243255
4717,Nominated for 1 Oscar. Another 47 wins & 57 nominations.,tt0166924
4718,1 nomination.,tt0206963
4719,N/A,tt0164917
4720,Nominated for 1 Primetime Emmy. Another 1 win & 5 nominations.,tt0245501
4721,1 nomination.,tt0166110
4722,N/A,tt0072732
4723,N/A,tt0061489
4724,1 win & 4 nominations.,tt0066999
4725,N/A,tt0109609
4726,Won 3 Oscars. Another 6 wins & 13 nominations.,tt0067093
4727,N/A,tt0084043
4728,N/A,tt0095428
4729,N/A,tt0087666
4730,N/A,tt0119682
4731,2 wins & 1 nomination.,tt0102555
4732,N/A,tt0072979
4733,1 nomination.,tt0105601
4734,10 nominations.,tt0120681
4735,1 win & 4 nominations.,tt0272020
4736,2 wins & 2 nominations.,tt0200027
4737,3 wins & 4 nominations.,tt0263101
4738,5 wins & 8 nominations.,tt0227277
4739,2 wins & 1 nomination.,tt0217355
4740,2 wins & 4 nominations.,tt0246628
4741,6 wins & 4 nominations.,tt0256103
4742,5 wins & 20 nominations.,tt0243017
4743,3 nominations.,tt0272152
4744,4 nominations.,tt0279286
4745,3 nominations.,tt0245674
4746,1 win & 12 nominations.,tt0236019
4747,11 wins & 15 nominations.,tt0246578
4748,1 nomination.,tt0253126
4749,Nominated for 1 Golden Globe. Another 2 wins & 8 nominations.,tt0264796
4750,Nominated for 1 Oscar. Another 24 wins & 41 nominations.,tt0243133
4751,N/A,tt0236000
4752,4 wins & 3 nominations.,tt0234988
4753,8 wins & 3 nominations.,tt0278102
4754,1 win & 3 nominations.,tt0249478
4755,Won 1 Oscar. Another 13 wins & 38 nominations.,tt0198781
4756,4 nominations.,tt0267804
4757,1 win & 1 nomination.,tt0275719
4758,N/A,tt0252503
4759,3 nominations.,tt0256380
4760,3 nominations.,tt0177888
4761,4 wins.,tt0246072
4762,1 win.,tt0080130
4763,1 win & 1 nomination.,tt0086443
4764,N/A,tt0290332
4765,Nominated for 3 Oscars. Another 17 wins & 62 nominations.,tt0241527
4766,1 win.,tt0245115
4767,N/A,tt0234354
4768,2 nominations.,tt0265087
4769,N/A,tt0253798
4770,3 nominations.,tt0266987
4771,6 wins & 7 nominations.,tt0256009
4772,Nominated for 5 Oscars. Another 38 wins & 69 nominations.,tt0247425
4773,9 wins & 14 nominations.,tt0139951
4774,N/A,tt0070169
4775,N/A,tt0072747
4776,N/A,tt0068168
4777,N/A,tt0054177
4778,1 win & 3 nominations.,tt0082558
4779,N/A,tt0073233
4780,N/A,tt0076221
4781,Won 1 Oscar. Another 7 wins & 16 nominations.,tt0062994
4782,N/A,tt0053717
4783,Nominated for 1 BAFTA Film Award. Another 4 wins & 2 nominations.,tt0053472
4784,1 win & 1 nomination.,tt0083630
4785,N/A,tt0074899
4786,N/A,tt0076342
4787,Nominated for 3 Oscars. Another 1 win & 4 nominations.,tt0052415
4788,Nominated for 1 BAFTA Film Award. Another 3 wins & 11 nominations.,tt0090095
4789,Won 1 Oscar. Another 1 win & 2 nominations.,tt0035140
4790,Won 1 Oscar. Another 3 wins & 3 nominations.,tt0024264
4791,N/A,tt0042539
4792,N/A,tt0035957
4793,N/A,tt0062673
4794,1 nomination.,tt0077321
4795,Nominated for 1 Oscar. Another 4 wins & 4 nominations.,tt0209037
4796,4 wins & 7 nominations.,tt0076299
4797,Nominated for 2 Oscars. Another 6 wins & 9 nominations.,tt0075824
4798,1 win.,tt0084809
4799,N/A,tt0060437
4800,N/A,tt0080646
4801,Nominated for 1 Golden Globe. Another 1 win & 9 nominations.,tt0080661
4802,1 win & 2 nominations.,tt0080671
4803,N/A,tt0080707
4804,1 win & 1 nomination.,tt0080715
4805,Won 2 Oscars. Another 4 wins & 17 nominations.,tt0080716
4806,1 win & 2 nominations.,tt0080724
4807,N/A,tt0080728
4808,1 win & 2 nominations.,tt0080736
4809,4 nominations.,tt0080738
4810,Nominated for 2 BAFTA Film Awards. Another 2 wins & 9 nominations.,tt0080745
4811,N/A,tt0052564
4812,1 nomination.,tt0074157
4813,2 nominations.,tt0075989
4814,2 nominations.,tt0074483
4815,N/A,tt0082350
4816,1 nomination.,tt0076070
4817,N/A,tt0051755
4818,N/A,tt0089348
4819,N/A,tt0085862
4820,3 nominations.,tt0100054
4821,1 nomination.,tt0089622
4822,N/A,tt0076535
4823,2 nominations.,tt0054135
4824,N/A,tt0093966
4825,Nominated for 3 Oscars. Another 4 wins & 8 nominations.,tt0081568
4826,1 nomination.,tt0086383
4827,1 win & 2 nominations.,tt0159273
4828,Nominated for 1 Oscar. Another 1 win & 1 nomination.,tt0242252
4829,2 wins.,tt0160403
4830,3 wins & 1 nomination.,tt0282856
4831,N/A,tt0193560
4832,4 wins & 20 nominations.,tt0240772
4833,13 wins & 5 nominations.,tt0233841
4834,4 wins & 6 nominations.,tt0270259
4835,2 wins.,tt0050539
4836,Won 1 Oscar. Another 27 wins & 20 nominations.,tt0283509
4837,6 wins & 3 nominations.,tt0261066
4838,1 win.,tt0037515
4839,N/A,tt0020697
4840,Nominated for 1 Golden Globe. Another 1 nomination.,tt0087747
4841,Nominated for 1 Golden Globe. Another 3 nominations.,tt0066195
4842,Nominated for 5 Oscars. Another 58 wins & 65 nominations.,tt0211915
4843,5 nominations.,tt0277371
4844,Nominated for 1 Oscar. Another 5 wins & 33 nominations.,tt0259711
4845,Won 1 Oscar. Another 13 wins & 31 nominations.,tt0280778
4846,3 wins & 6 nominations.,tt0283431
4847,36 wins & 22 nominations.,tt0259393
4848,Nominated for 1 Oscar. Another 10 wins & 45 nominations.,tt0265666
4849,1 win & 1 nomination.,tt0101452
4850,1 win.,tt0090852
4851,N/A,tt0052320
4852,1 nomination.,tt0089283
4853,Nominated for 2 Oscars. Another 4 wins & 10 nominations.,tt0060714
4854,5 nominations.,tt0088103
4855,N/A,tt0084684
4856,N/A,tt0086346
4857,N/A,tt0094318
4858,N/A,tt0278488
4859,Nominated for 1 Oscar. Another 5 nominations.,tt0268397
4860,1 nomination.,tt0279889
4861,Nominated for 1 Oscar. Another 1 win & 4 nominations.,tt0035423
4862,Won 4 Oscars. Another 113 wins & 123 nominations.,tt0120737
4863,3 wins & 1 nomination.,tt0268995
4864,Won 4 Oscars. Another 33 wins & 67 nominations.,tt0268978
4865,6 wins & 8 nominations.,tt0228687
4866,1 win & 2 nominations.,tt0217331
4867,Won 2 Oscars. Another 12 wins & 21 nominations.,tt0051525
4868,Won 1 Oscar. Another 2 wins & 9 nominations.,tt0027532
4869,2 wins & 4 nominations.,tt0064652
4870,N/A,tt0036323
4871,N/A,tt0068612
4872,1 nomination.,tt0071913
4873,N/A,tt0063415
4874,Won 2 Oscars. Another 5 wins & 15 nominations.,tt0052182
4875,N/A,tt0105287
4876,Won 1 Oscar. Another 3 wins & 4 nominations.,tt0058672
4877,Nominated for 6 Oscars. Another 3 wins & 9 nominations.,tt0051201
4878,Nominated for 2 Oscars. Another 10 wins & 25 nominations.,tt0248667
4879,Won 2 Oscars. Another 8 wins & 37 nominations.,tt0265086
4880,5 nominations.,tt0245046
4881,Won 1 Oscar. Another 5 wins & 14 nominations.,tt0086619
4882,Won 1 Oscar. Another 31 wins & 73 nominations.,tt0280707
4883,Nominated for 1 Oscar. Another 8 wins & 10 nominations.,tt0277027
4884,Won 1 Oscar. Another 14 wins & 22 nominations.,tt0285742
4885,Nominated for 2 Golden Globes. Another 2 wins & 11 nominations.,tt0120824
4886,2 wins & 1 nomination.,tt0045555
4887,N/A,tt0104922
4888,N/A,tt0048527
4889,N/A,tt0117653
4890,Nominated for 1 Golden Globe. Another 1 nomination.,tt0074937
4891,Won 3 BAFTA Film Awards. Another 5 wins & 8 nominations.,tt0057490
4892,5 wins & 5 nominations.,tt0105789
4893,1 nomination.,tt0242795
4894,3 nominations.,tt0273923
4895,4 wins & 22 nominations.,tt0237534
4896,N/A,tt0099044
4897,11 wins & 8 nominations.,tt0269746
4898,N/A,tt0109417
4899,2 wins & 6 nominations.,tt0093106
4900,1 win & 2 nominations.,tt0087682
4901,N/A,tt0086205
4902,Nominated for 1 Golden Globe. Another 4 nominations.,tt0100530
4903,Won 1 BAFTA Film Award. Another 16 wins & 7 nominations.,tt0103129
4904,N/A,tt0066585
4905,Won 1 Oscar. Another 4 wins & 10 nominations.,tt0077289
4906,1 nomination.,tt0048312
4907,N/A,tt0083951
4908,Nominated for 2 Oscars. Another 5 nominations.,tt0082288
4909,1 win & 3 nominations.,tt0087078
4910,N/A,tt0085542
4911,1 nomination.,tt0080752
4912,Nominated for 1 Oscar. Another 6 nominations.,tt0080754
4913,2 nominations.,tt0080756
4914,1 win & 1 nomination.,tt0080771
4915,1 nomination.,tt0160399
4916,1 win & 1 nomination.,tt0240468
4917,1 win.,tt0281373
4918,Nominated for 1 Golden Globe. Another 2 wins & 1 nomination.,tt0083511
